Episode,Steps,Reward,Outcome,Final_Distance,Min_Distance,Epsilon
0,600,-71.39,timeout,1.424,1.343,0.9188
1,600,-429.54,timeout,2.842,2.373,0.8361
2,600,-192.42,timeout,1.667,1.633,0.7613
3,600,-295.12,timeout,1.690,1.690,0.6936
4,368,-1253.01,collision,1.379,1.379,0.6553
5,600,-376.30,timeout,3.271,2.550,0.5977
6,600,-470.34,timeout,2.709,1.836,0.5456
7,600,-816.06,timeout,4.074,3.278,0.4984
