Episode,Steps,Reward,Outcome,Final_Distance,Min_Distance,Epsilon
0,800,478.10,timeout,0.818,0.817,0.8903
1,800,-164.63,timeout,2.005,1.789,0.7854
2,800,-777.57,timeout,3.160,2.267,0.6936
3,800,-27.03,timeout,0.745,0.745,0.6133
4,738,881.65,goal,0.350,0.350,0.5481
5,800,-747.29,timeout,2.041,1.581,0.4859
6,800,-410.15,timeout,3.056,1.985,0.4315
7,800,-633.59,timeout,3.107,1.838,0.3839
8,800,-1142.21,timeout,1.906,1.304,0.3422
